hotel_id,hotel_name,hotel_rank,hotel_no_reviews,rating,review_date,review_content,excellent,very_good,average,poor,terrible,families,couples,solo,business,friends,room_id,complaint_flag,housekeeping_priority,cleaning_demand_score,dominant_guest_type,room_status,checkout_hour,estimated_cleaning_time
g294265-d302105,Hotel Jen Tanglin Singapore,24.0,166.0,5,2016-02-06,Stayed at the hotel Jen Tanglin  attached to Tanglin Mall and walking distance to Orchard Road  Staff very friendly and go out of their way to assist  Breakfast really good value and has a lot of variety  allows late check out at 3pm  Is value for money in Singapore  Free wifi throughout the hotel and fast,83.0,54.0,8.0,2.0,0.0,28.0,46.0,13.0,47.0,8.0,1542,0,Low,-39.5,business,Clean,10,14
g294265-d302105,Hotel Jen Tanglin Singapore,24.0,166.0,5,2016-02-04,I simply love this hotel  it is stylish  modern and elegant and it has everthing you need  rooms are big and comfy and clean  great selection of food at breakfats and great general service  from free wifi to laundry to spa and fitness  a great choice,83.0,54.0,8.0,2.0,0.0,28.0,46.0,13.0,47.0,8.0,1543,0,Low,-39.5,business,Clean,9,18
g294265-d302105,Hotel Jen Tanglin Singapore,24.0,166.0,4,2016-02-02,Great service  Fantastic selection on the buffet with the highlight being the Bull  39 s leg   Wow     that was impressive  Great wine and one of my favourite champagne  39 s included in the very reasonable full buffet price tag     would definitely recommend for friends and family get togethers,83.0,54.0,8.0,2.0,0.0,28.0,46.0,13.0,47.0,8.0,1544,0,Low,-39.5,business,Clean,11,15
g294265-d302105,Hotel Jen Tanglin Singapore,24.0,166.0,5,2016-01-24,I stayed here for 3 nights and my stay was comfortable  The buffet breakfast had a good selection  Had a warm welcome during check in too  Used the gym as well which is open 24 hours and it was useful for me,83.0,54.0,8.0,2.0,0.0,28.0,46.0,13.0,47.0,8.0,1545,0,Low,-39.5,business,Clean,7,15
g294265-d302105,Hotel Jen Tanglin Singapore,24.0,166.0,3,2016-01-24,Pros  Refurbished room Complimentary shuttle to various places Wide variety at breakfast buffet Connected to Tanglin MallCons  Front desk staff unresponsive and rude at check in check out Location is far to walk to centre of of orchard road anyone can go up to hotel rooms as the lifts are not regulated by access cards,83.0,54.0,8.0,2.0,0.0,28.0,46.0,13.0,47.0,8.0,1546,0,Medium,-39.5,business,Clean,10,13
g294265-d302105,Hotel Jen Tanglin Singapore,24.0,166.0,4,2016-01-23,Very modern design  Brand new  Feels young  Room is nice though small  Toilet is small and has no bidet  Gym is very equipped  Love their sauna n steam room n jacuzzi  Had a pleasant stay  Next to a mall but it  39 s a small mall with limited restaurant  It  39 s not near any train mrt station,83.0,54.0,8.0,2.0,0.0,28.0,46.0,13.0,47.0,8.0,1547,1,Low,-39.5,business,Dirty,8,58
g294265-d302105,Hotel Jen Tanglin Singapore,24.0,166.0,5,2016-01-22,It was an amazing experience  Great room  service  wifi and food  I highly recommend  Right in the middle of a great area in Singapore with shopping and dining  Tanglin Mall is connected and convenient First time in Singapore and absolutely no regrets,83.0,54.0,8.0,2.0,0.0,28.0,46.0,13.0,47.0,8.0,1548,0,Low,-39.5,business,Clean,7,14
g294265-d302105,Hotel Jen Tanglin Singapore,24.0,166.0,5,2016-01-18,Large bed with very comfy pillows  clean rooms and bathroom  Walking distance to Orchard road where shopping malls are and walking distance to MRT  Cheap public transport  Clean city and lovely people,83.0,54.0,8.0,2.0,0.0,28.0,46.0,13.0,47.0,8.0,1549,1,Low,-39.5,business,Dirty,8,48
g294265-d302105,Hotel Jen Tanglin Singapore,24.0,166.0,5,2016-01-17,A well located and appointed hotel  with easy access to all places of interest in Singapore  A pleasant 5 minute walk to Orchard Road  Efficient check in  professional staff and modern and well appointed rooms  The Club Lounge is a quiet retreat with a nice view over Singapore  The Hostess Joy is an exceptional lady  always smiling  welcoming  helpful and professional,83.0,54.0,8.0,2.0,0.0,28.0,46.0,13.0,47.0,8.0,1550,0,Low,-39.5,business,Clean,6,17
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2016-04-10,It  39 s a decent hotel  large rooms    Well maintained    Clean bathrooms   good pool   Friendly staff   Enough lifts    Best part is the location infront of mustafa center   close to little India   close to ferrer Park subway station   good stay,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1551,1,Low,-64.5,families,Dirty,7,47
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2016-04-10,Located at a very good place which is close to the MRT as well as lots of other places such as food outlets  city centers etc   The Hotel rooms are very spacious  which i was not expecting it to be  would recommend it to any one,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1552,0,Low,-64.5,families,Clean,10,14
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2016-04-09,Love the super deluxe environment     why not enjoy a super giant dinner at here     chili crab chili crab     a golden heaven for crab quot  salted Chili crab     I believe every crab lover will like it    celebrated my darling birthday    let come for a party,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1553,0,Low,-64.5,families,Clean,7,18
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2016-04-09,Monster crab    chili crab    indian crab    good service    good enviroment    nice pastry   fresh dishes    we celebrated birthday at here    i love their touch screen coffee mechine    very intresting    add on a single scoop of ice cream    enjoy my flow at here,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1554,0,Low,-64.5,families,Clean,7,12
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2016-04-09,I have a best birthday time here with my friends and family  especially the crab buffet down here are very nice      come down here and taste it  environment clean  services well taken care off   thanks to the staff here Ellyn for the hospitality,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1555,0,Low,-64.5,families,Clean,7,12
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2016-04-09,From the moment we arrived the staff were really friendly  Our room was great for our family of four  The breakfast was great with good variety  the pool was nice and fresh after an eventful day and the kids loved the free WIFI  I would definitely stay here again should we come back to Singapore,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1556,0,Low,-64.5,families,Clean,11,10
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2016-04-07,We have stayed in this hotel every time we have been to Singapore  friendly staff  good clean room  and best of all a street coffee shop next door  Only problem was changing money was a bit of a problem as being Scottish we got a lower rate,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1557,0,Low,-64.5,families,Clean,7,18
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2016-04-06,Found the hotel very central and comfortable  Staff were very professional and helpful  Was able to organize a city tour which was just fabulous  Hotel is right behind Mustafa Centre which is open 24 hours and EVERYTHING can be found there,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1558,0,Low,-64.5,families,Clean,8,15
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,2,2016-04-03,Rooms are average  but small They have door to adjoining room which they claim cannot be opened   but it is a serious safety issue The walls are not sound proof As per their reputation   they should improve the quality of the rooms for sure,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1559,0,High,-64.5,families,Clean,6,11
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,2,2016-04-02,Room is nice and clean  But customer service need to be improve  I am asking for a late checkout  Your staff telling me to come down on the next day in the morning to ask whether izzit possible to have a late checkout  Hotel do have phone  please do something about your service,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1560,0,High,-64.5,families,Clean,9,17
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2016-04-02,Excellent hotel to stay  Always recommended to others  Good food and clean rooms  Staff is knowledgeable with the key places to visit in Singapore  Very close to all major shopping centers  Excellent room service,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1561,0,Low,-64.5,families,Clean,7,18
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2016-04-01,Location of hotel is very good  close to Mustafa mall  little India  Nice Rooms and bathrooms  Closest MTR is Farrer Park  Breakfast menu is repititve and boringI recommend this hotel and if you get in good price,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1562,1,Low,-64.5,families,Dirty,10,45
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,3,2016-02-01,Although located in the heart of little india  with excellent service and first aid facilities  hotel needs renovation and big bathrooms  Has a very good lobby and cleanliness standard are very high  Special breakfast facilities for veggies like us but taste is pretty blend  Overall ideally located near mustafa market and near plenty of Indian restaurant,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1563,1,Medium,-64.5,families,Dirty,7,32
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-09-25,Is a nice place to be  The rooms are decent and services are rendered satisfactoryly  The hotel is beautiful and the reception is friendly and welcoming they are ready to answer your question and ensures that all goes well with you Parkroyal hotel is a place I will recommend for friends  families  colleagues who wish to visit singapore,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1564,0,Low,-64.5,families,Clean,10,11
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,3,2013-09-25,Check in was nice and fast  First time to stay at this hotel  Close to mustafa  Interesting place and lots to see  Room is clean and nice  Elevator is narrow  Stay at 14th floor  Its a good experience staying here,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1565,0,Medium,-64.5,families,Clean,8,16
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-09-23,the hotel is basically good  convenient location  just 2 min from MRT   clear room  modern facilities  and the swimming pool is also fancy but you know  near little India means it is not extremely clean  sorry for this point,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1566,0,Low,-64.5,families,Clean,10,13
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-09-21,This hotel is located in Little India  a different section in Singapore  opposite of City Square Mall  neighboring the Mustafa market that is open 24 7  The staff are nice and efficient  the spa and pool are great  but the most beautiful aspect of the hotel is its breakfast buffet which offers a rich Asian and International menu,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1567,0,Low,-64.5,families,Clean,9,10
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-09-14,Great location  Very close to all the Indian eateries  Decent rooms  Good and smiling service  Next door to Mustafa shopping centre  What else do you want  Also short taxi ride to all major shopping destinations like Orchid Road etc  Decent value for money,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1568,0,Low,-64.5,families,Clean,6,17
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-09-11,Fresh sunny modern rooms with very comfy beds  Good breakfast  Excellent value city hotel  Subway station and shopping centre right across the road and lots of local food options all around  Very well run hotel   Park Royal at its best,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1569,0,Low,-64.5,families,Clean,10,11
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-09-06,It was nice experience to stay at Parkroyal  Excellent amenities  superb services  Nice to stay near Little India  Mustafa Bazar as no issues of food  Also a popular place to have tours for sight seeing and other roaming,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1570,0,Low,-64.5,families,Clean,10,12
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-09-05,Had a great week in Singapore at the Parkroyal earlier this year  Staff were amazing especially the concierge Location is excellent with easy access to subway to help get around  Lots of local food options available or standard western food in the mall across the road  Breakfast buffet had lots of choices and was great value,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1571,0,Low,-64.5,families,Clean,6,14
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-09-05,Very good breakfast spread  Good access and connectivity  Room sizes are very compact  No complementary water bottles  Many shopping malls close by  Very close to subway station  A lot of restaurants near by  Close to little india,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1572,0,Low,-64.5,families,Clean,9,12
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-09-04,Location of the hotel is best for asians because towards the left you had the india street  amp  behind you have asians restaurants  Further more in the front is a decent mall and to the right were some bars and indian dance bars,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1573,0,Low,-64.5,families,Clean,7,16
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-09-03,Located in little India this property provides comfortable and clean rooms at reasonable prices The service however needs improvement Had bad experience at the cafe billing and the bell boys at the taxi drop off points,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1574,0,Low,-64.5,families,Clean,10,16
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-08-08,Its a very nice hotel  Superb location and centrally located  Nice rooms at a grt price  good food joints around the hotel  Very close to MTR and shopping area  Nice breakfast A must stay for all if your budget is not so high,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1575,0,Low,-64.5,families,Clean,6,11
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-08-03,Stayed here for 5 nights in July 2013  It was a bit pricey  but the location  nice breakfast and overall facilities and cleanliness made it a great value for money pick  They accommodated early check in  and the family room with two separate bedrooms within a single main door made it very convenient for our family with 3 kids,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1576,0,Low,-64.5,families,Clean,8,16
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-07-27,Hotel is well connected with a Bus Stand and MRT in walking distance Mustafa Mall  amp  Niranjan Electronics is near by Rooms are good considering cleanliness and breakfast had enough variety staff is friendly and helpful,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1577,0,Low,-64.5,families,Clean,6,15
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,1,2013-07-20,Horrible check in lasting over 35 minutes by Edmund  They could never find booking com  39 s confirmation  Had to talk to 5 people for this  Room key card stopped working after a day  Edmund again   Reprogram of key was for another room  Avoid this crap hotel    No value for money at all,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1578,0,High,-64.5,families,Clean,8,19
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,3,2013-07-19,Reception is sooo slow and not so friendly  Rooms are large and clean  Neighborhood super nice  and a good experience for families Breakfast buffet medio  could be better but everything is fresh Pool area is a bit boring but seems clean,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1579,0,Medium,-64.5,families,Clean,9,18
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-06-17,Good location  Lots of indian vegetarian restaurants located nearby  MRT station right across the hotel  Amazing view  clean rooms  good service  The lounge was right next to our room and served good food  Lots of options for breakfast,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1580,0,Low,-64.5,families,Clean,7,18
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-06-17,Great location if you want to be in Little India  We took a Club Room which I think was away from the crowds as the hotel was very busy but we did not hear a thing through the night  The Club Lounge was okay but the food was not as good as some I  39 m Singapore,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1581,0,Low,-64.5,families,Clean,6,11
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-06-11,Had stayed there for 3 nights  had a very good experience for only sgd180 per night  Rooms were as expected with all latest equipments  Breakfast and meals were very good both for vegetarian and non vegetarian  Locality was good exactly opp to Ferrer park MRT  Would love to visit again,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1582,0,Low,-64.5,families,Clean,11,16
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2016-01-26,This hotel was reasonably comfortable and very centrally located from where we could go walking to any type of shopping or eating places  The morning breakfast buffet had a lot of variety for people with varied taste  Checking in out was pretty quick and staff virtuous,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1583,0,Low,-64.5,families,Clean,10,14
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2016-01-26,The facility has good proximity to the all known tourist and business locations  The hotel comes with all the sought after amenities such pool  fitness center  spa and multiple restaurants at an affordable price  Would be a good choice for a week long stay,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1584,0,Low,-64.5,families,Clean,9,15
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2016-01-23,Lived up to our expectations and we were surprised by the spacious room and excellent pool facilities  Breakfast offered a good choice and the staff were always helpful and friendly  Great location with Little India all around  We will return,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1585,0,Low,-64.5,families,Clean,6,10
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2016-01-23,Excellend Service  the food was very good   amp  the rooms were very clean  and it  39 s a very central place for shopping  amp  business meetings  Staff was very helpful Dushynatha  M Dias Abeyegunawardene   Sri Lanka,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1586,0,Low,-64.5,families,Clean,10,16
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-05-31,Agreat location and a warm welcome from the staff was the start of a great stay   our room was delightful   the bathroom superb   with all the amenatiies and great furnishings   Very nice breakfast in nice surroundings   Anumber of good restaurants nearby amnd easy to get to shopping centers   most reccommended,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1587,1,Low,-64.5,families,Dirty,6,47
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-05-09,This is really one of the best hotels that i have ever stay    A bit expensive though but this is what Singapore is all about  From Arrival till departure its all very good experience  The important is location and it is situated next to the Mustafa centre which is very popular among indian subcontinent people,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1588,0,Low,-64.5,families,Clean,8,13
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,3,2013-05-09,We did this as a one night stop over on the way to London  it is an old hotel that has been refurbed  It was Ok as we had a transfer deal to and from the airport  but not the best locationprice wise it was part of a package deal  Clean and comfortable,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1589,0,Medium,-64.5,families,Clean,6,10
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-04-29,When we were landed in Singapore it was late and the way to Park Royal in Kitchener Road is a bit far away   but then I had mushroom soup for my appetizer  and it was an upset cooler for my day   the bed is so comfy  the room is huge  located near everything cool for night out,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1590,0,Low,-64.5,families,Clean,11,18
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-04-23,We stayed durning april 15 19  Rooms were clean serviced daily  Hotel is close to Mustafa and mrt  Only draw back is breakfast which was same all days we stayed  Becomes boring if you are staying for more than 2 days  Will stay if we visit singapore next time,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1591,0,Low,-64.5,families,Clean,6,13
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-04-08,We stayed for six nights in February 2013  Close to Farrer park MRT and lots of indian restaurants nearby Mustafa is also next door  The rooms were clean and the wifi is fast Concierge services could be more helpful  They charge S 9 bottle of water which is six times the price of a similar bottle at the nearby supermarket,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1592,0,Low,-64.5,families,Clean,6,11
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-04-06,Excellent hotel and staff very good location very close to metro station good gym and swimming pool Very nice rooms and was very clean we have enjoyed I advise you make reservation as much a possible before,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1593,0,Low,-64.5,families,Clean,11,17
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-03-29,Although this hotel is not located adjacent to the popular Boat Quay on the river bank or facing the harbour  the access to the MTR just across the road makes all public transport very easy and quick,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1594,0,Low,-64.5,families,Clean,9,11
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-03-28,Hotel was very good  Singapore is overall quite expensive so comparatively rate is also very good  Value for money    Location is perfect   variety of Indian food easily available in walking distance   In proper market area   I simply enjoyed my stay in this hotel,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1595,0,Low,-64.5,families,Clean,6,14
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-03-24,We stay here every time we visit Singapore  It is next door to Mustafa  39 s and Little India so easy access to shopping and food  Service is good and quality of the room was good  however starting to show wear,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1596,0,Low,-64.5,families,Clean,11,15
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-03-18,Very Good Hotel specially for indians  who likes indian food   Also you have option to try different food also  Very good location   Mustuffa Center is near by  Clarke Quay is also very near    you can easily explore singapore yourself,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1597,0,Low,-64.5,families,Clean,10,17
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,1,2013-03-05,Worse hotel we ever stayed  Poor room service and poor reception  They didn  39 t make the room until late  We need to call house keeping for 3 times before they came so its around an hour to come to our room,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1598,0,High,-64.5,families,Clean,8,10
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-02-26,The hotel is fantastic in all aspects The hotel is located is in a very good location the hotel has excellent rooms the hotel has amazing amenities and even the buffet is too good Even the hotel  39 s service was quite good All in all PARKROYAL Hotel is an excellent hotel,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1599,0,Low,-64.5,families,Clean,8,10
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-02-07,Good place to stay   Best service  Based next to Mustafa market makes it easy for shopping lovers  Friendly staff makes it a comfortable stay   a for sure recommendation for all to stay in Singapore   Breakfast variety is good,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1600,0,Low,-64.5,families,Clean,6,13
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2016-01-16,We stayed in this hotel for seven days  This hotel is situated in little India and Mustafa market is very close all kind of Indian food is Available in walking distance from this hotel metro station is also very near reception is good and helping they provide very good breakfast this is truly a four star hotel love this hotel hope to visit again,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1601,0,Low,-64.5,families,Clean,9,14
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2016-01-15,Very nice and comfortable hotel  Love the staff  friendly  Spacious and comfortable room  We were checked in very fast so didn  39 t have to even wait in the lobby  ThankYou for making us feel at home  I  39 ll definitely come back,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1602,0,Low,-64.5,families,Clean,9,18
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2016-01-13,This is my second stay in the same year  The allowed me for yearly check in with smile I prefer this property as its professionally managed  centrally located  close to lot of restaurants  mrt station and shopping places  Specially for Indian families it is the best choice,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1603,0,Low,-64.5,families,Clean,10,16
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-01-28,Awesome hotel  nce lobby cozy rooms Lavish breakfast wid wide rage of choice beautyfull pool area well maintained courteous staff everything was well taken care of hotel is in gud locality shopping mall quot s underground metro stations are close to it,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1604,0,Low,-64.5,families,Clean,6,16
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-01-27,We stayed as part of kesari tours good things   location  nearby shopping paradise mustafa center across the street city mall   Service good breakfast would be better if they add north indian items   free wifi   good bathroom specious rooms,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1605,1,Low,-64.5,families,Dirty,8,34
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-01-26,Pros Value for moneyClean and tidyStaff friendlinessFree WiFiGood location  3  39 min walk from the MRT and 2  39 min walk from Mustafa shopping centreGood food for room serviceCons Pay SGD 0 5 for a printout after paying SGD 1 for 15  39  min Internet at the business centreSmall room,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1606,0,Low,-64.5,families,Clean,9,14
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-01-22,We had stayed for almost for a week  centrally located next to mustafa shopping centre very good and helpful staffs around the clock  the rooms could have been bigger  otherwise well maintained A very good hotel for a family and little above average in rates,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1607,0,Low,-64.5,families,Clean,6,14
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-01-19,stayed in this hotel 2 3 times and like it for perfect location as this hotel is surrounded by many Indian restaurants  Mustafa is just walking distance and the best place to exchange currency Rooms are very good and staff is very helpful  My first choice of hotel in Singapore,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1608,0,Low,-64.5,families,Clean,9,10
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-01-18,I stayed 7 days in mid December 2012 and 10 days in early January 2013  I choose this hotel mainly for the convenience of transport  Staff are courteous and helpful  Rooms are clean and tidy  Room service food is excellent  Check in and out is very fast  Overall I felt very homely,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1609,0,Low,-64.5,families,Clean,11,18
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-01-11,The best hotel I  39 ve been in Singapore with all the access to tours and shopping  Double thumbs up   Plus friendly staff and good customer service  Need not to mention just experience it yourself and feel the difference,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1610,0,Low,-64.5,families,Clean,9,15
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2013-01-11,typical singapore service and cleanliness   the reception area is beautiful and the staff very helpful and always freindly and well presented  the room was nicely decorated and well appointed   great location   with very good restaurants in the area   we enjoyed and reccommend,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1611,0,Low,-64.5,families,Clean,8,18
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2013-01-04,Good hotel for Indians to stay near little India  food was also good and hospitality was excellent and Mustafa Shopping center 24hrs shopping complex is walking distance  Room was good and big enough and had much space,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1612,0,Low,-64.5,families,Clean,7,12
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,4,2012-12-31,good hotel handy for the mrt underground and plenty shopping hotel staff were fine i stayed here early december 2012 great location close to many bars restaurants and mustaphas shopping mall the airport only twenty mins away by taxis,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1613,0,Low,-64.5,families,Clean,10,14
g294265-d306183,PARKROYAL on Kitchener Road,93.0,1980.0,5,2012-12-20,This was a great hotel  Rooms were good and quiet and the service and food were outstanding  We were there on a recent business trip and it was our first trip to Singapore  The staff was quite courteous and helpful as we learned to navigate the craziness that is Singapore,505.0,820.0,311.0,115.0,73.0,683.0,429.0,102.0,397.0,106.0,1614,0,Low,-64.5,families,Clean,10,11
