room_id,hotel_name,priority,checkout_hour,assigned_staff,task_status,estimated_finish_hour
6734,Ramada Singapore At Zhongshan Park,Low,6,David,Pending,7
6797,Ramada Singapore At Zhongshan Park,Low,6,Emma,Pending,7
6849,The St. Regis Singapore,Low,6,Frank,Pending,7
6898,The St. Regis Singapore,Low,6,Grace,Pending,7
6935,The St. Regis Singapore,Low,6,Henry,Pending,7
6948,The St. Regis Singapore,Low,6,Ivy,Pending,7
6952,The St. Regis Singapore,Low,6,Jack,Pending,7
1079,InterContinental Singapore,Low,7,Alice,Pending,8
1504,InterContinental Singapore,Low,7,Bob,Pending,8
1551,PARKROYAL on Kitchener Road,Low,7,Charlie,Pending,8
1639,PARKROYAL on Kitchener Road,Low,7,David,Pending,8
1991,PARKROYAL on Kitchener Road,Low,7,Emma,Pending,8
2233,Ramada Singapore At Zhongshan Park,Low,7,Frank,Pending,8
2371,The St. Regis Singapore,Low,7,Grace,Pending,8
2376,The St. Regis Singapore,Low,7,Henry,Pending,8
2421,The St. Regis Singapore,Low,7,Ivy,Pending,8
2428,The St. Regis Singapore,Low,7,Jack,Pending,8
2436,The St. Regis Singapore,Low,7,Alice,Pending,8
2466,The St. Regis Singapore,Low,7,Bob,Pending,8
2527,The St. Regis Singapore,Low,7,Charlie,Pending,8
2531,The St. Regis Singapore,Low,7,David,Pending,8
2569,The St. Regis Singapore,Low,7,Emma,Pending,8
2578,The St. Regis Singapore,Low,7,Frank,Pending,8
2598,The St. Regis Singapore,Low,7,Grace,Pending,8
2655,Sunway Resort Hotel Spa,Low,7,Henry,Pending,8
2791,Sunway Resort Hotel Spa,Low,7,Ivy,Pending,8
2802,Sunway Resort Hotel Spa,Low,7,Jack,Pending,8
2940,InterContinental Singapore,Low,7,Alice,Pending,8
3163,InterContinental Singapore,Low,7,Bob,Pending,8
3190,InterContinental Singapore,Low,7,Charlie,Pending,8
3248,InterContinental Singapore,Low,7,David,Pending,8
3266,InterContinental Singapore,Low,7,Emma,Pending,8
3320,InterContinental Singapore,Low,7,Frank,Pending,8
3330,InterContinental Singapore,Low,7,Grace,Pending,8
3374,InterContinental Singapore,Low,7,Henry,Pending,8
3401,InterContinental Singapore,Low,7,Ivy,Pending,8
3403,InterContinental Singapore,Low,7,Jack,Pending,8
3413,InterContinental Singapore,Low,7,Alice,Pending,8
3489,InterContinental Singapore,Low,7,Bob,Pending,8
3502,InterContinental Singapore,Low,7,Charlie,Pending,8
3525,InterContinental Singapore,Low,7,David,Pending,8
3551,InterContinental Singapore,Low,7,Emma,Pending,8
3552,InterContinental Singapore,Low,7,Frank,Pending,8
3576,InterContinental Singapore,Low,7,Grace,Pending,8
3603,InterContinental Singapore,Low,7,Henry,Pending,8
3653,InterContinental Singapore,Low,7,Ivy,Pending,8
3654,InterContinental Singapore,Low,7,Jack,Pending,8
3689,InterContinental Singapore,Low,7,Alice,Pending,8
3691,InterContinental Singapore,Low,7,Bob,Pending,8
3788,InterContinental Singapore,Low,7,Charlie,Pending,8
3790,InterContinental Singapore,Low,7,David,Pending,8
3807,InterContinental Singapore,Low,7,Emma,Pending,8
3849,InterContinental Singapore,Low,7,Frank,Pending,8
3882,InterContinental Singapore,Low,7,Grace,Pending,8
3899,InterContinental Singapore,Low,7,Henry,Pending,8
3923,InterContinental Singapore,Low,7,Ivy,Pending,8
3991,InterContinental Singapore,Low,7,Jack,Pending,8
3994,InterContinental Singapore,Low,7,Alice,Pending,8
4009,InterContinental Singapore,Low,7,Bob,Pending,8
4028,InterContinental Singapore,Low,7,Charlie,Pending,8
4037,InterContinental Singapore,Low,7,David,Pending,8
4047,InterContinental Singapore,Low,7,Emma,Pending,8
4069,InterContinental Singapore,Low,7,Frank,Pending,8
4111,InterContinental Singapore,Low,7,Grace,Pending,8
4114,InterContinental Singapore,Low,7,Henry,Pending,8
4115,InterContinental Singapore,Low,7,Ivy,Pending,8
4130,InterContinental Singapore,Low,7,Jack,Pending,8
4176,InterContinental Singapore,Low,7,Alice,Pending,8
4182,InterContinental Singapore,Low,7,Bob,Pending,8
4213,InterContinental Singapore,Low,7,Charlie,Pending,8
4251,InterContinental Singapore,Low,7,David,Pending,8
4269,InterContinental Singapore,Low,7,Emma,Pending,8
4285,InterContinental Singapore,Low,7,Frank,Pending,8
4313,InterContinental Singapore,Low,7,Grace,Pending,8
4337,InterContinental Singapore,Low,7,Henry,Pending,8
4444,InterContinental Singapore,Low,7,Ivy,Pending,8
4445,InterContinental Singapore,Low,7,Jack,Pending,8
4525,InterContinental Singapore,Low,7,Alice,Pending,8
4536,InterContinental Singapore,Low,7,Bob,Pending,8
4555,InterContinental Singapore,Low,7,Charlie,Pending,8
4578,InterContinental Singapore,Low,7,David,Pending,8
4587,InterContinental Singapore,Low,7,Emma,Pending,8
4624,InterContinental Singapore,Low,7,Frank,Pending,8
4671,InterContinental Singapore,Low,7,Grace,Pending,8
4688,InterContinental Singapore,Low,7,Henry,Pending,8
4706,InterContinental Singapore,Low,7,Ivy,Pending,8
4740,InterContinental Singapore,Low,7,Jack,Pending,8
4782,InterContinental Singapore,Low,7,Alice,Pending,8
4792,InterContinental Singapore,Low,7,Bob,Pending,8
4826,InterContinental Singapore,Low,7,Charlie,Pending,8
4827,InterContinental Singapore,Low,7,David,Pending,8
4831,InterContinental Singapore,Low,7,Emma,Pending,8
4857,InterContinental Singapore,Low,7,Frank,Pending,8
4886,InterContinental Singapore,Low,7,Grace,Pending,8
4890,InterContinental Singapore,Low,7,Henry,Pending,8
4914,InterContinental Singapore,Low,7,Ivy,Pending,8
4943,InterContinental Singapore,Low,7,Jack,Pending,8
4979,InterContinental Singapore,Low,7,Alice,Pending,8
4980,InterContinental Singapore,Low,7,Bob,Pending,8
4986,Hotel Jen Tanglin Singapore,Low,7,Charlie,Pending,8
5013,Hotel Jen Tanglin Singapore,Low,7,David,Pending,8
5037,Hotel Jen Tanglin Singapore,Low,7,Emma,Pending,8
5040,Hotel Jen Tanglin Singapore,Low,7,Frank,Pending,8
5154,PARKROYAL on Kitchener Road,Low,7,Grace,Pending,8
5180,PARKROYAL on Kitchener Road,Low,7,Henry,Pending,8
5183,PARKROYAL on Kitchener Road,Low,7,Ivy,Pending,8
5223,PARKROYAL on Kitchener Road,Low,7,Jack,Pending,8
5240,PARKROYAL on Kitchener Road,Low,7,Alice,Pending,8
5253,PARKROYAL on Kitchener Road,Low,7,Bob,Pending,8
5258,PARKROYAL on Kitchener Road,Low,7,Charlie,Pending,8
5259,PARKROYAL on Kitchener Road,Low,7,David,Pending,8
5270,PARKROYAL on Kitchener Road,Low,7,Emma,Pending,8
5277,PARKROYAL on Kitchener Road,Low,7,Frank,Pending,8
5285,PARKROYAL on Kitchener Road,Low,7,Grace,Pending,8
5287,PARKROYAL on Kitchener Road,Low,7,Henry,Pending,8
5328,PARKROYAL on Kitchener Road,Low,7,Ivy,Pending,8
5359,PARKROYAL on Kitchener Road,Low,7,Jack,Pending,8
5369,PARKROYAL on Kitchener Road,Low,7,Alice,Pending,8
5391,PARKROYAL on Kitchener Road,Low,7,Bob,Pending,8
5433,PARKROYAL on Kitchener Road,Low,7,Charlie,Pending,8
5455,PARKROYAL on Kitchener Road,Low,7,David,Pending,8
5460,PARKROYAL on Kitchener Road,Low,7,Emma,Pending,8
5482,PARKROYAL on Kitchener Road,Low,7,Frank,Pending,8
5487,PARKROYAL on Kitchener Road,Low,7,Grace,Pending,8
5506,PARKROYAL on Kitchener Road,Low,7,Henry,Pending,8
5542,PARKROYAL on Kitchener Road,Low,7,Ivy,Pending,8
5600,PARKROYAL on Kitchener Road,Low,7,Jack,Pending,8
5604,PARKROYAL on Kitchener Road,Low,7,Alice,Pending,8
5611,PARKROYAL on Kitchener Road,Low,7,Bob,Pending,8
5627,PARKROYAL on Kitchener Road,Low,7,Charlie,Pending,8
5628,PARKROYAL on Kitchener Road,Low,7,David,Pending,8
5683,PARKROYAL on Kitchener Road,Low,7,Emma,Pending,8
5707,PARKROYAL on Kitchener Road,Low,7,Frank,Pending,8
5747,PARKROYAL on Kitchener Road,Low,7,Grace,Pending,8
5761,PARKROYAL on Kitchener Road,Low,7,Henry,Pending,8
5787,PARKROYAL on Kitchener Road,Low,7,Ivy,Pending,8
5842,PARKROYAL on Kitchener Road,Low,7,Jack,Pending,8
5846,PARKROYAL on Kitchener Road,Low,7,Alice,Pending,8
5856,PARKROYAL on Kitchener Road,Low,7,Bob,Pending,8
5857,PARKROYAL on Kitchener Road,Low,7,Charlie,Pending,8
5887,PARKROYAL on Kitchener Road,Low,7,David,Pending,8
5903,PARKROYAL on Kitchener Road,Low,7,Emma,Pending,8
5944,PARKROYAL on Kitchener Road,Low,7,Frank,Pending,8
5997,PARKROYAL on Kitchener Road,Low,7,Grace,Pending,8
6016,PARKROYAL on Kitchener Road,Low,7,Henry,Pending,8
6076,PARKROYAL on Kitchener Road,Low,7,Ivy,Pending,8
6199,PARKROYAL on Kitchener Road,Low,7,Jack,Pending,8
6216,PARKROYAL on Kitchener Road,Low,7,Alice,Pending,8
6265,PARKROYAL on Kitchener Road,Low,7,Bob,Pending,8
6276,PARKROYAL on Kitchener Road,Low,7,Charlie,Pending,8
6287,PARKROYAL on Kitchener Road,Low,7,David,Pending,8
6330,PARKROYAL on Kitchener Road,Low,7,Emma,Pending,8
6333,PARKROYAL on Kitchener Road,Low,7,Frank,Pending,8
6338,PARKROYAL on Kitchener Road,Low,7,Grace,Pending,8
6488,Ramada Singapore At Zhongshan Park,Low,7,Henry,Pending,8
6511,Ramada Singapore At Zhongshan Park,Low,7,Ivy,Pending,8
6522,Ramada Singapore At Zhongshan Park,Low,7,Jack,Pending,8
6592,Ramada Singapore At Zhongshan Park,Low,7,Alice,Pending,8
6599,Ramada Singapore At Zhongshan Park,Low,7,Bob,Pending,8
6606,Ramada Singapore At Zhongshan Park,Low,7,Charlie,Pending,8
6617,Ramada Singapore At Zhongshan Park,Low,7,David,Pending,8
6634,Ramada Singapore At Zhongshan Park,Low,7,Emma,Pending,8
6650,Ramada Singapore At Zhongshan Park,Low,7,Frank,Pending,8
6661,Ramada Singapore At Zhongshan Park,Low,7,Grace,Pending,8
6760,Ramada Singapore At Zhongshan Park,Low,7,Henry,Pending,8
6835,Ramada Singapore At Zhongshan Park,Low,7,Ivy,Pending,8
6844,Ramada Singapore At Zhongshan Park,Low,7,Jack,Pending,8
6860,The St. Regis Singapore,Low,7,Alice,Pending,8
6874,The St. Regis Singapore,Low,7,Bob,Pending,8
6904,The St. Regis Singapore,Low,7,Charlie,Pending,8
1041,InterContinental Singapore,Low,8,David,Pending,9
1157,InterContinental Singapore,Low,8,Emma,Pending,9
1248,InterContinental Singapore,Low,8,Frank,Pending,9
1302,InterContinental Singapore,Low,8,Grace,Pending,9
1346,InterContinental Singapore,Low,8,Henry,Pending,9
1373,InterContinental Singapore,Low,8,Ivy,Pending,9
1396,InterContinental Singapore,Low,8,Jack,Pending,9
1481,InterContinental Singapore,Low,8,Alice,Pending,9
1547,Hotel Jen Tanglin Singapore,Low,8,Bob,Pending,9
1549,Hotel Jen Tanglin Singapore,Low,8,Charlie,Pending,9
1605,PARKROYAL on Kitchener Road,Low,8,David,Pending,9
1854,PARKROYAL on Kitchener Road,Low,8,Emma,Pending,9
1884,PARKROYAL on Kitchener Road,Low,8,Frank,Pending,9
2117,Ramada Singapore At Zhongshan Park,Low,8,Grace,Pending,9
2129,Ramada Singapore At Zhongshan Park,Low,8,Henry,Pending,9
2251,Ramada Singapore At Zhongshan Park,Low,8,Ivy,Pending,9
2374,The St. Regis Singapore,Low,8,Jack,Pending,9
2469,The St. Regis Singapore,Low,8,Alice,Pending,9
2549,The St. Regis Singapore,Low,8,Bob,Pending,9
2558,The St. Regis Singapore,Low,8,Charlie,Pending,9
2560,The St. Regis Singapore,Low,8,David,Pending,9
2580,The St. Regis Singapore,Low,8,Emma,Pending,9
2585,The St. Regis Singapore,Low,8,Frank,Pending,9
2688,Sunway Resort Hotel Spa,Low,8,Grace,Pending,9
2734,Sunway Resort Hotel Spa,Low,8,Henry,Pending,9
2881,Sunway Resort Hotel Spa,Low,8,Ivy,Pending,9
3064,InterContinental Singapore,Low,8,Jack,Pending,9
3313,InterContinental Singapore,Low,8,Alice,Pending,9
3379,InterContinental Singapore,Low,8,Bob,Pending,9
3411,InterContinental Singapore,Low,8,Charlie,Pending,9
3422,InterContinental Singapore,Low,8,David,Pending,9
3440,InterContinental Singapore,Low,8,Emma,Pending,9
3506,InterContinental Singapore,Low,8,Frank,Pending,9
3510,InterContinental Singapore,Low,8,Grace,Pending,9
3520,InterContinental Singapore,Low,8,Henry,Pending,9
3543,InterContinental Singapore,Low,8,Ivy,Pending,9
3567,InterContinental Singapore,Low,8,Jack,Pending,9
3568,InterContinental Singapore,Low,8,Alice,Pending,9
3609,InterContinental Singapore,Low,8,Bob,Pending,9
3611,InterContinental Singapore,Low,8,Charlie,Pending,9
3648,InterContinental Singapore,Low,8,David,Pending,9
3672,InterContinental Singapore,Low,8,Emma,Pending,9
3709,InterContinental Singapore,Low,8,Frank,Pending,9
3711,InterContinental Singapore,Low,8,Grace,Pending,9
3724,InterContinental Singapore,Low,8,Henry,Pending,9
3728,InterContinental Singapore,Low,8,Ivy,Pending,9
3756,InterContinental Singapore,Low,8,Jack,Pending,9
3797,InterContinental Singapore,Low,8,Alice,Pending,9
3836,InterContinental Singapore,Low,8,Bob,Pending,9
3865,InterContinental Singapore,Low,8,Charlie,Pending,9
3932,InterContinental Singapore,Low,8,David,Pending,9
3941,InterContinental Singapore,Low,8,Emma,Pending,9
3963,InterContinental Singapore,Low,8,Frank,Pending,9
3990,InterContinental Singapore,Low,8,Grace,Pending,9
3992,InterContinental Singapore,Low,8,Henry,Pending,9
3995,InterContinental Singapore,Low,8,Ivy,Pending,9
4049,InterContinental Singapore,Low,8,Jack,Pending,9
4097,InterContinental Singapore,Low,8,Alice,Pending,9
4185,InterContinental Singapore,Low,8,Bob,Pending,9
4186,InterContinental Singapore,Low,8,Charlie,Pending,9
4205,InterContinental Singapore,Low,8,David,Pending,9
4264,InterContinental Singapore,Low,8,Emma,Pending,9
4271,InterContinental Singapore,Low,8,Frank,Pending,9
4280,InterContinental Singapore,Low,8,Grace,Pending,9
4286,InterContinental Singapore,Low,8,Henry,Pending,9
4293,InterContinental Singapore,Low,8,Ivy,Pending,9
4310,InterContinental Singapore,Low,8,Jack,Pending,9
4319,InterContinental Singapore,Low,8,Alice,Pending,9
4328,InterContinental Singapore,Low,8,Bob,Pending,9
4346,InterContinental Singapore,Low,8,Charlie,Pending,9
4375,InterContinental Singapore,Low,8,David,Pending,9
4403,InterContinental Singapore,Low,8,Emma,Pending,9
4428,InterContinental Singapore,Low,8,Frank,Pending,9
4441,InterContinental Singapore,Low,8,Grace,Pending,9
4505,InterContinental Singapore,Low,8,Henry,Pending,9
4508,InterContinental Singapore,Low,8,Ivy,Pending,9
4543,InterContinental Singapore,Low,8,Jack,Pending,9
4571,InterContinental Singapore,Low,8,Alice,Pending,9
4576,InterContinental Singapore,Low,8,Bob,Pending,9
4583,InterContinental Singapore,Low,8,Charlie,Pending,9
4584,InterContinental Singapore,Low,8,David,Pending,9
4612,InterContinental Singapore,Low,8,Emma,Pending,9
4640,InterContinental Singapore,Low,8,Frank,Pending,9
4658,InterContinental Singapore,Low,8,Grace,Pending,9
4668,InterContinental Singapore,Low,8,Henry,Pending,9
4685,InterContinental Singapore,Low,8,Ivy,Pending,9
4744,InterContinental Singapore,Low,8,Jack,Pending,9
4757,InterContinental Singapore,Low,8,Alice,Pending,9
4764,InterContinental Singapore,Low,8,Bob,Pending,9
4813,InterContinental Singapore,Low,8,Charlie,Pending,9
4838,InterContinental Singapore,Low,8,David,Pending,9
4894,InterContinental Singapore,Low,8,Emma,Pending,9
4905,InterContinental Singapore,Low,8,Frank,Pending,9
4961,InterContinental Singapore,Low,8,Grace,Pending,9
4994,Hotel Jen Tanglin Singapore,Low,8,Henry,Pending,9
5003,Hotel Jen Tanglin Singapore,Low,8,Ivy,Pending,9
5012,Hotel Jen Tanglin Singapore,Low,8,Jack,Pending,9
5099,PARKROYAL on Kitchener Road,Low,8,Alice,Pending,9
5103,PARKROYAL on Kitchener Road,Low,8,Bob,Pending,9
5131,PARKROYAL on Kitchener Road,Low,8,Charlie,Pending,9
5148,PARKROYAL on Kitchener Road,Low,8,David,Pending,9
5153,PARKROYAL on Kitchener Road,Low,8,Emma,Pending,9
5163,PARKROYAL on Kitchener Road,Low,8,Frank,Pending,9
5221,PARKROYAL on Kitchener Road,Low,8,Grace,Pending,9
5232,PARKROYAL on Kitchener Road,Low,8,Henry,Pending,9
5249,PARKROYAL on Kitchener Road,Low,8,Ivy,Pending,9
5288,PARKROYAL on Kitchener Road,Low,8,Jack,Pending,9
5294,PARKROYAL on Kitchener Road,Low,8,Alice,Pending,9
5309,PARKROYAL on Kitchener Road,Low,8,Bob,Pending,9
5314,PARKROYAL on Kitchener Road,Low,8,Charlie,Pending,9
5315,PARKROYAL on Kitchener Road,Low,8,David,Pending,9
5339,PARKROYAL on Kitchener Road,Low,8,Emma,Pending,9
5355,PARKROYAL on Kitchener Road,Low,8,Frank,Pending,9
5360,PARKROYAL on Kitchener Road,Low,8,Grace,Pending,9
5384,PARKROYAL on Kitchener Road,Low,8,Henry,Pending,9
5443,PARKROYAL on Kitchener Road,Low,8,Ivy,Pending,9
5459,PARKROYAL on Kitchener Road,Low,8,Jack,Pending,9
5479,PARKROYAL on Kitchener Road,Low,8,Alice,Pending,9
5498,PARKROYAL on Kitchener Road,Low,8,Bob,Pending,9
5505,PARKROYAL on Kitchener Road,Low,8,Charlie,Pending,9
5514,PARKROYAL on Kitchener Road,Low,8,David,Pending,9
5680,PARKROYAL on Kitchener Road,Low,8,Emma,Pending,9
5695,PARKROYAL on Kitchener Road,Low,8,Frank,Pending,9
5723,PARKROYAL on Kitchener Road,Low,8,Grace,Pending,9
5740,PARKROYAL on Kitchener Road,Low,8,Henry,Pending,9
5789,PARKROYAL on Kitchener Road,Low,8,Ivy,Pending,9
5809,PARKROYAL on Kitchener Road,Low,8,Jack,Pending,9
5864,PARKROYAL on Kitchener Road,Low,8,Alice,Pending,9
5919,PARKROYAL on Kitchener Road,Low,8,Bob,Pending,9
5979,PARKROYAL on Kitchener Road,Low,8,Charlie,Pending,9
6020,PARKROYAL on Kitchener Road,Low,8,David,Pending,9
6023,PARKROYAL on Kitchener Road,Low,8,Emma,Pending,9
6034,PARKROYAL on Kitchener Road,Low,8,Frank,Pending,9
6056,PARKROYAL on Kitchener Road,Low,8,Grace,Pending,9
6083,PARKROYAL on Kitchener Road,Low,8,Henry,Pending,9
6107,PARKROYAL on Kitchener Road,Low,8,Ivy,Pending,9
6162,PARKROYAL on Kitchener Road,Low,8,Jack,Pending,9
6164,PARKROYAL on Kitchener Road,Low,8,Alice,Pending,9
6169,PARKROYAL on Kitchener Road,Low,8,Bob,Pending,9
6251,PARKROYAL on Kitchener Road,Low,8,Charlie,Pending,9
6303,PARKROYAL on Kitchener Road,Low,8,David,Pending,9
6328,PARKROYAL on Kitchener Road,Low,8,Emma,Pending,9
6434,Ramada Singapore At Zhongshan Park,Low,8,Frank,Pending,9
6442,Ramada Singapore At Zhongshan Park,Low,8,Grace,Pending,9
6535,Ramada Singapore At Zhongshan Park,Low,8,Henry,Pending,9
6572,Ramada Singapore At Zhongshan Park,Low,8,Ivy,Pending,9
6579,Ramada Singapore At Zhongshan Park,Low,8,Jack,Pending,9
6605,Ramada Singapore At Zhongshan Park,Low,8,Alice,Pending,9
6702,Ramada Singapore At Zhongshan Park,Low,8,Bob,Pending,9
6768,Ramada Singapore At Zhongshan Park,Low,8,Charlie,Pending,9
6808,Ramada Singapore At Zhongshan Park,Low,8,David,Pending,9
6850,The St. Regis Singapore,Low,8,Emma,Pending,9
6882,The St. Regis Singapore,Low,8,Frank,Pending,9
6913,The St. Regis Singapore,Low,8,Grace,Pending,9
6961,The St. Regis Singapore,Low,8,Henry,Pending,9
6963,The St. Regis Singapore,Low,8,Ivy,Pending,9
6968,The St. Regis Singapore,Low,8,Jack,Pending,9
6979,The St. Regis Singapore,Low,8,Alice,Pending,9
1010,InterContinental Singapore,Low,9,Bob,Pending,10
1049,InterContinental Singapore,Low,9,Charlie,Pending,10
1105,InterContinental Singapore,Low,9,David,Pending,10
1125,InterContinental Singapore,Low,9,Emma,Pending,10
1201,InterContinental Singapore,Low,9,Frank,Pending,10
1237,InterContinental Singapore,Low,9,Grace,Pending,10
1244,InterContinental Singapore,Low,9,Henry,Pending,10
1275,InterContinental Singapore,Low,9,Ivy,Pending,10
1409,InterContinental Singapore,Low,9,Jack,Pending,10
1411,InterContinental Singapore,Low,9,Alice,Pending,10
1518,Hotel Jen Tanglin Singapore,Low,9,Bob,Pending,10
1670,PARKROYAL on Kitchener Road,Low,9,Charlie,Pending,10
1951,PARKROYAL on Kitchener Road,Low,9,David,Pending,10
2018,PARKROYAL on Kitchener Road,Low,9,Emma,Pending,10
2308,Ramada Singapore At Zhongshan Park,Low,9,Frank,Pending,10
2333,Ramada Singapore At Zhongshan Park,Low,9,Grace,Pending,10
2471,The St. Regis Singapore,Low,9,Henry,Pending,10
2497,The St. Regis Singapore,Low,9,Ivy,Pending,10
2554,The St. Regis Singapore,Low,9,Jack,Pending,10
2587,The St. Regis Singapore,Low,9,Alice,Pending,10
2783,Sunway Resort Hotel Spa,Low,9,Bob,Pending,10
2795,Sunway Resort Hotel Spa,Low,9,Charlie,Pending,10
2938,InterContinental Singapore,Low,9,David,Pending,10
3031,InterContinental Singapore,Low,9,Emma,Pending,10
3084,InterContinental Singapore,Low,9,Frank,Pending,10
3098,InterContinental Singapore,Low,9,Grace,Pending,10
3129,InterContinental Singapore,Low,9,Henry,Pending,10
3155,InterContinental Singapore,Low,9,Ivy,Pending,10
3289,InterContinental Singapore,Low,9,Jack,Pending,10
3337,InterContinental Singapore,Low,9,Alice,Pending,10
3351,InterContinental Singapore,Low,9,Bob,Pending,10
3367,InterContinental Singapore,Low,9,Charlie,Pending,10
3442,InterContinental Singapore,Low,9,David,Pending,10
3449,InterContinental Singapore,Low,9,Emma,Pending,10
3456,InterContinental Singapore,Low,9,Frank,Pending,10
3460,InterContinental Singapore,Low,9,Grace,Pending,10
3476,InterContinental Singapore,Low,9,Henry,Pending,10
3481,InterContinental Singapore,Low,9,Ivy,Pending,10
3486,InterContinental Singapore,Low,9,Jack,Pending,10
3494,InterContinental Singapore,Low,9,Alice,Pending,10
3498,InterContinental Singapore,Low,9,Bob,Pending,10
3522,InterContinental Singapore,Low,9,Charlie,Pending,10
3566,InterContinental Singapore,Low,9,David,Pending,10
3618,InterContinental Singapore,Low,9,Emma,Pending,10
3625,InterContinental Singapore,Low,9,Frank,Pending,10
3638,InterContinental Singapore,Low,9,Grace,Pending,10
3671,InterContinental Singapore,Low,9,Henry,Pending,10
3700,InterContinental Singapore,Low,9,Ivy,Pending,10
3708,InterContinental Singapore,Low,9,Jack,Pending,10
3731,InterContinental Singapore,Low,9,Alice,Pending,10
3777,InterContinental Singapore,Low,9,Bob,Pending,10
3787,InterContinental Singapore,Low,9,Charlie,Pending,10
3805,InterContinental Singapore,Low,9,David,Pending,10
3815,InterContinental Singapore,Low,9,Emma,Pending,10
3822,InterContinental Singapore,Low,9,Frank,Pending,10
3829,InterContinental Singapore,Low,9,Grace,Pending,10
3877,InterContinental Singapore,Low,9,Henry,Pending,10
3908,InterContinental Singapore,Low,9,Ivy,Pending,10
3912,InterContinental Singapore,Low,9,Jack,Pending,10
3920,InterContinental Singapore,Low,9,Alice,Pending,10
3935,InterContinental Singapore,Low,9,Bob,Pending,10
3943,InterContinental Singapore,Low,9,Charlie,Pending,10
3951,InterContinental Singapore,Low,9,David,Pending,10
3962,InterContinental Singapore,Low,9,Emma,Pending,10
3966,InterContinental Singapore,Low,9,Frank,Pending,10
3999,InterContinental Singapore,Low,9,Grace,Pending,10
4007,InterContinental Singapore,Low,9,Henry,Pending,10
4120,InterContinental Singapore,Low,9,Ivy,Pending,10
4129,InterContinental Singapore,Low,9,Jack,Pending,10
4154,InterContinental Singapore,Low,9,Alice,Pending,10
4197,InterContinental Singapore,Low,9,Bob,Pending,10
4287,InterContinental Singapore,Low,9,Charlie,Pending,10
4290,InterContinental Singapore,Low,9,David,Pending,10
4294,InterContinental Singapore,Low,9,Emma,Pending,10
4325,InterContinental Singapore,Low,9,Frank,Pending,10
4333,InterContinental Singapore,Low,9,Grace,Pending,10
4356,InterContinental Singapore,Low,9,Henry,Pending,10
4358,InterContinental Singapore,Low,9,Ivy,Pending,10
4368,InterContinental Singapore,Low,9,Jack,Pending,10
4379,InterContinental Singapore,Low,9,Alice,Pending,10
4381,InterContinental Singapore,Low,9,Bob,Pending,10
4382,InterContinental Singapore,Low,9,Charlie,Pending,10
4417,InterContinental Singapore,Low,9,David,Pending,10
4482,InterContinental Singapore,Low,9,Emma,Pending,10
4483,InterContinental Singapore,Low,9,Frank,Pending,10
4533,InterContinental Singapore,Low,9,Grace,Pending,10
4567,InterContinental Singapore,Low,9,Henry,Pending,10
4595,InterContinental Singapore,Low,9,Ivy,Pending,10
4608,InterContinental Singapore,Low,9,Jack,Pending,10
4621,InterContinental Singapore,Low,9,Alice,Pending,10
4627,InterContinental Singapore,Low,9,Bob,Pending,10
4631,InterContinental Singapore,Low,9,Charlie,Pending,10
4652,InterContinental Singapore,Low,9,David,Pending,10
4662,InterContinental Singapore,Low,9,Emma,Pending,10
4689,InterContinental Singapore,Low,9,Frank,Pending,10
4723,InterContinental Singapore,Low,9,Grace,Pending,10
4739,InterContinental Singapore,Low,9,Henry,Pending,10
4751,InterContinental Singapore,Low,9,Ivy,Pending,10
4768,InterContinental Singapore,Low,9,Jack,Pending,10
4772,InterContinental Singapore,Low,9,Alice,Pending,10
4778,InterContinental Singapore,Low,9,Bob,Pending,10
4799,InterContinental Singapore,Low,9,Charlie,Pending,10
4801,InterContinental Singapore,Low,9,David,Pending,10
4882,InterContinental Singapore,Low,9,Emma,Pending,10
4917,InterContinental Singapore,Low,9,Frank,Pending,10
4922,InterContinental Singapore,Low,9,Grace,Pending,10
4968,InterContinental Singapore,Low,9,Henry,Pending,10
4975,InterContinental Singapore,Low,9,Ivy,Pending,10
4993,Hotel Jen Tanglin Singapore,Low,9,Jack,Pending,10
5001,Hotel Jen Tanglin Singapore,Low,9,Alice,Pending,10
5042,Hotel Jen Tanglin Singapore,Low,9,Bob,Pending,10
5051,Hotel Jen Tanglin Singapore,Low,9,Charlie,Pending,10
5053,Hotel Jen Tanglin Singapore,Low,9,David,Pending,10
5073,Hotel Jen Tanglin Singapore,Low,9,Emma,Pending,10
5081,Hotel Jen Tanglin Singapore,Low,9,Frank,Pending,10
5119,PARKROYAL on Kitchener Road,Low,9,Grace,Pending,10
5168,PARKROYAL on Kitchener Road,Low,9,Henry,Pending,10
5185,PARKROYAL on Kitchener Road,Low,9,Ivy,Pending,10
5218,PARKROYAL on Kitchener Road,Low,9,Jack,Pending,10
5225,PARKROYAL on Kitchener Road,Low,9,Alice,Pending,10
5229,PARKROYAL on Kitchener Road,Low,9,Bob,Pending,10
5236,PARKROYAL on Kitchener Road,Low,9,Charlie,Pending,10
5263,PARKROYAL on Kitchener Road,Low,9,David,Pending,10
5274,PARKROYAL on Kitchener Road,Low,9,Emma,Pending,10
5281,PARKROYAL on Kitchener Road,Low,9,Frank,Pending,10
5310,PARKROYAL on Kitchener Road,Low,9,Grace,Pending,10
5311,PARKROYAL on Kitchener Road,Low,9,Henry,Pending,10
5507,PARKROYAL on Kitchener Road,Low,9,Ivy,Pending,10
5544,PARKROYAL on Kitchener Road,Low,9,Jack,Pending,10
